sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;comercio;fabrica de ;castilla;3;5.0;24/01/2017;6000000.0;microempresarial
femenino;servicio;charcuteria;manrique oriental;2;3.0;19/04/2016;14000000.0;microempresarial
femenino;servicio;comidas rapidas;castilla;3;5.0;14/06/2019;6474000.0;microempresarial
femenino;servicio;variedades;castilla;3;5.0;15/09/2017;5000000.0;microempresarial
masculino;servicio;taller de electronica;popular;2;1.0;16/04/2018;7800000.0;microempresarial
masculino;servicio;cerrajeria;buenos aires;2;9.0;18/07/2017;7377000.0;microempresarial
masculino;industria;variedades;manrique central no. 1;1;4.0;31/08/2017;7370000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;2;7.0;11/07/2017;3000000.0;microempresarial
femenino;comercio;tienda;robledo;1;7.0;24/06/2016;4000000.0;microempresarial
femenino;industria;fabrica de ;enciso;2;8.0;19/12/2018;780.0;microempresarial
masculino;servicio;barberia;juan xxiii la quiebra;1;13.0;13/10/2017;5200000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;7/02/2018;4500000.0;microempresarial
femenino;servicio;peluqueria;picacho;2;6.0;14/03/2018;6500000.0;microempresarial
femenino;comercio;legumbreria;san antonio;1;8.0;1/12/2017;7000000.0;microempresarial
masculino;comercio;variedades;san javier no.1;2;13.0;19/10/2017;1200000.0;microempresarial
femenino;comercio;variedades;popular;2;1.0;6/11/2018;7000000.0;microempresarial
masculino;industria;fabrica de ;robledo;1;7.0;1/02/2018;4000000.0;microempresarial
femenino;industria;fabrica de ;playon de los ;2;2.0;17/08/2016;6890000.0;microempresarial
masculino;comercio;comidas rapidas;doce de octubre no.1;2;6.0;1/03/2019;828000.0;microempresarial
femenino;comercio;variedades;manrique central no. 2;2;3.0;12/04/2016;3000000.0;microempresarial
masculino;comercio;fabrica de ;villa hermosa;2;8.0;7/02/2018;7800000.0;microempresarial
femenino;comercio;variedades;santa rosa de lima;2;13.0;29/08/2018;7000000.0;microempresarial
masculino;comercio;almacen de ropa en ;santa cruz;2;2.0;23/03/2017;7000000.0;microempresarial
femenino;comercio;restaurante;castilla;3;5.0;23/11/2018;7000000.0;microempresarial
masculino;comercio;almacen de ropa en ;san jose de la cima no. ;1;3.0;28/11/2017;7300000.0;microempresarial
femenino;servicio;variedades;altavista;2;16.0;13/07/2017;7300000.0;microempresarial
femenino;servicio;peluqueria;aranjuez;3;4.0;18/09/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;robledo;3;7.0;3/06/2016;6890000.0;microempresarial
masculino;comercio;fabrica de repuestos ;cabecera san antonio ;3;80.0;21/02/2018;7800000.0;microempresarial
masculino;servicio;mantenimiento en ;centro admtivo;2;10.0;20/02/2018;6000000.0;microempresarial
masculino;servicio;peluqueria;sucre;3;8.0;29/12/2017;5000000.0;microempresarial
femenino;servicio;comidas rapidas;santo domingo savio ;2;1.0;18/02/2016;6440500.0;microempresarial
masculino;servicio;barberia;belencito;2;13.0;28/10/2016;6800000.0;microempresarial
masculino;comercio;variedades;el salado ;1;80.0;14/07/2016;6890000.0;microempresarial
masculino;comercio;papeleria;santo domingo savio ;1;1.0;7/06/2018;5700000.0;microempresarial
femenino;servicio;peluqueria;guayabal;3;15.0;15/03/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en ;san javier no.1;3;13.0;24/04/2018;3500000.0;microempresarial
femenino;industria;marroquineria;prado;3;10.0;2/02/2016;5600000.0;microempresarial
femenino;comercio;fabrica de ;belencito;2;13.0;7/12/2017;6000000.0;microempresarial
femenino;industria;fabrica de ;enciso;1;8.0;7/09/2016;6800000.0;microempresarial
masculino;servicio;comidas rapidas;francisco antonio zea;3;5.0;14/12/2016;6890000.0;microempresarial
femenino;comercio;almacen de ropa en ;la america;3;12.0;22/08/2016;6890000.0;microempresarial
femenino;comercio;tienda;la america;3;12.0;14/07/2016;700000.0;microempresarial
femenino;comercio;tienda naturista;robledo;2;7.0;11/01/2017;4000000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 1;3;4.0;7/03/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;san javier no.1;2;13.0;1/04/2019;8000000.0;microempresarial
femenino;industria;panaderia;manrique central no. 2;1;3.0;22/02/2018;7800000.0;microempresarial
femenino;comercio;cafe e internet;buenos aires;3;9.0;30/01/2017;7377000.0;microempresarial
femenino;comercio;variedades;aranjuez;1;4.0;15/02/2018;5000000.0;microempresarial
femenino;industria;fabrica de ;aranjuez;3;4.0;23/05/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;29/05/2018;6500000.0;microempresarial
masculino;comercio;cafeteria;campo valdes no. 1;3;4.0;16/01/2018;5000000.0;microempresarial
masculino;comercio;variedades;santa cruz;1;2.0;21/02/2019;5000000.0;microempresarial
femenino;comercio;tienda;villa del socorro;2;2.0;6/09/2017;7377000.0;microempresarial
femenino;comercio;variedades;popular;2;1.0;25/07/2018;2500000.0;microempresarial
masculino;comercio;bares;campo valdes no. 1;3;4.0;3/05/2017;6000000.0;microempresarial
femenino;comercio;charcuteria;20 de julio;1;13.0;7/10/2016;6000000.0;microempresarial
masculino;servicio;venta de lacteos;manrique central no. 1;3;4.0;6/04/2017;7377000.0;microempresarial
masculino;comercio;mantenimiento en ;cabecera san cristobal;2;60.0;6/04/2016;6800000.0;microempresarial
femenino;industria;fabrica de ;popular;2;1.0;5/06/2018;6000000.0;microempresarial
femenino;comercio;tienda;cabecera san antonio ;2;80.0;1/08/2016;5000000.0;microempresarial
femenino;comercio;distribuidora de ;san javier no.2;3;10.0;30/05/2017;7370000.0;microempresarial
femenino;comercio;variedades;manrique central no. 1;1;4.0;17/11/2017;5000000.0;microempresarial
femenino;servicio;barberia;aranjuez;3;4.0;4/05/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en ;popular;2;1.0;20/02/2017;6000000.0;microempresarial
femenino;comercio;variedades;aranjuez;2;4.0;16/07/2018;3000000.0;microempresarial
femenino;industria;fabrica de ;enciso;2;8.0;29/03/2016;5000000.0;microempresarial
masculino;servicio;tienda;buenos aires;2;9.0;26/07/2016;4000000.0;microempresarial
femenino;comercio;comidas rapidas;llanaditas;1;8.0;5/03/2018;4400000.0;microempresarial
femenino;comercio;tienda de helados;loreto;3;9.0;20/04/2018;4000000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80.0;7/09/2017;7000000.0;microempresarial
masculino;comercio;comidas rapidas;robledo;1;7.0;8/06/2018;4000000.0;microempresarial
masculino;industria;venta de calzado;manrique central no. 1;1;4.0;7/06/2017;4000000.0;microempresarial
masculino;industria;fabrica de ;barrio caicedo;1;9.0;21/06/2018;7000000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80.0;27/03/2017;7377000.0;microempresarial
femenino;industria;fabrica de ;san javier no.1;3;13.0;30/05/2017;7370000.0;microempresarial
femenino;comercio;bares;campo valdes no. 1;2;4.0;9/05/2017;6000000.0;microempresarial
masculino;comercio;distribuidora de ;belen;3;16.0;8/11/2018;7800000.0;microempresarial
masculino;comercio;comidas rapidas;las granjas;2;3.0;22/06/2018;6000000.0;microempresarial
masculino;comercio;variedades;manrique central no. 2;3;3.0;4/01/2019;6350000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 1;2;4.0;9/02/2018;6000000.0;microempresarial
masculino;comercio;tienda;moravia;2;4.0;29/08/2018;7800000.0;microempresarial
femenino;comercio;productos de belleza;boyaca;3;5.0;9/10/2017;7370000.0;microempresarial
masculino;comercio;variedades;cabecera san cristobal;2;60.0;20/10/2017;4000000.0;microempresarial
masculino;industria;floristeria;cabecera san cristobal;2;60.0;12/10/2017;7300000.0;microempresarial
masculino;comercio;panaderia;francisco antonio zea;3;60.0;26/07/2017;7370000.0;microempresarial
masculino;comercio;variedades;guayabal;3;15.0;30/04/2018;7000000.0;microempresarial
femenino;comercio;tienda;el salvador;3;9.0;20/03/2018;7000000.0;microempresarial
masculino;comercio;miscelanea;santa cruz;2;2.0;19/12/2017;4000000.0;microempresarial
masculino;comercio;tienda;popular;2;1.0;30/03/2017;7000000.0;microempresarial
masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;11/09/2018;19000000.0;agropecuaria
masculino;comercio;tienda;cabecera san cristobal;2;60.0;23/03/2018;2500000.0;microempresarial
femenino;industria;fabrica de ;san javier no.1;2;13.0;21/12/2017;5200000.0;microempresarial
femenino;industria;fabrica de calzado;cabecera san cristobal;3;60.0;3/08/2017;6000000.0;microempresarial
masculino;comercio;variedades;san javier no.1;1;13.0;5/03/2018;6500000.0;microempresarial
masculino;comercio;tienda;villatina;2;8.0;10/10/2016;2500000.0;microempresarial
femenino;comercio;tienda;alejandro echavarria;3;9.0;7/12/2016;6890000.0;microempresarial
masculino;comercio;tienda;zona expansion san ;2;80.0;6/07/2016;2500000.0;microempresarial
masculino;comercio;variedades;campo valdes no. 1;3;4.0;16/06/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;toscana;3;5.0;24/01/2018;2000000.0;microempresarial
masculino;comercio;restaurante;la milagrosa;3;9.0;24/05/2017;7377000.0;microempresarial
femenino;comercio;variedades;la francia;2;2.0;31/08/2017;3000000.0;microempresarial
femenino;servicio;restaurante;francisco antonio zea;3;5.0;31/05/2016;4000000.0;microempresarial
masculino;industria;ebanistaria;castilla;3;5.0;7/11/2017;7300000.0;microempresarial
masculino;comercio;comidas rapidas;cabecera san antonio ;2;80.0;24/10/2017;7000000.0;microempresarial
masculino;comercio;panaderia;palmitas;2;50.0;21/07/2016;2000000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;2;7.0;29/09/2017;7300000.0;microempresarial
masculino;comercio;variedades;popular;1;1.0;23/10/2017;4000000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;25/01/2018;7810000.0;microempresarial
masculino;industria;fabrica de calzado;popular;2;1.0;28/10/2016;6800000.0;microempresarial
femenino;industria;fabrica de ;pajarito;2;60.0;14/06/2017;7000000.0;microempresarial
masculino;comercio;joyeria;cabecera san antonio ;3;80.0;8/11/2017;248911.0;microempresarial
femenino;comercio;comidas rapidas;belen;3;16.0;14/02/2018;2000000.0;microempresarial
femenino;servicio;variedades;guayabal;3;15.0;4/07/2018;4000000.0;microempresarial
masculino;comercio;recreativo educativo;manrique central no. 2;2;3.0;11/05/2016;6800000.0;microempresarial
femenino;agropecuaria;jardineria;santa elena central;2;90.0;22/02/2017;13000000.0;agropecuaria
femenino;industria;fotografia;santa monica;3;12.0;8/08/2018;7800000.0;microempresarial
masculino;comercio;fabrica de alimentos;calasanz;3;12.0;15/11/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;alfonso lopez;2;5.0;18/02/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;belen;3;16.0;29/05/2019;1850000.0;microempresarial
femenino;servicio;variedades;robledo;3;7.0;15/08/2017;7377000.0;microempresarial
femenino;industria;fabrica de arepas;aranjuez;2;4.0;4/03/2016;4000000.0;microempresarial
femenino;industria;fabrica de ;popular;1;1.0;3/10/2018;7000000.0;microempresarial
masculino;comercio;tienda;prado;3;10.0;28/03/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;villa del socorro;2;2.0;4/07/2017;7000000.0;microempresarial
femenino;comercio;variedades;la floresta;2;12.0;31/10/2017;2000000.0;microempresarial
femenino;comercio;comidas rapidas;guayabal;3;15.0;22/01/2019;8200000.0;microempresarial
femenino;servicio;miscelanea;barrio caicedo;2;9.0;2/11/2016;5000000.0;microempresarial
femenino;comercio;variedades;boyaca;3;5.0;7/06/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;andalucia;2;2.0;6/07/2017;5000000.0;microempresarial
femenino;industria;fabrica de ;aranjuez;2;4.0;31/10/2018;3000000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;30/01/2018;7800000.0;microempresarial
femenino;industria;panaderia;manrique central no. 2;3;3.0;12/05/2016;6890000.0;microempresarial
femenino;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;8/06/2018;7000000.0;microempresarial
masculino;servicio;comidas rapidas;santander;2;6.0;15/09/2016;1000000.0;microempresarial
femenino;comercio;almacen de ropa en ;aranjuez;1;4.0;25/09/2017;7300000.0;microempresarial
masculino;comercio;viveros ;belen;3;16.0;10/08/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;barrio caicedo;1;9.0;14/03/2019;7250000.0;microempresarial
femenino;servicio;peluqueria;santa monica;3;12.0;27/06/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;buenos aires;2;9.0;5/10/2017;3000000.0;microempresarial
femenino;comercio;variedades;moravia;2;4.0;26/07/2018;7800000.0;microempresarial
masculino;servicio;mantenimiento en ;robledo;2;7.0;14/11/2018;7500000.0;microempresarial
masculino;comercio;almacen de ropa en ;villatina;1;8.0;4/10/2016;4000000.0;microempresarial
masculino;servicio;comidas rapidas;versalles no. 2;1;3.0;20/11/2017;3000000.0;microempresarial
femenino;comercio;comidas rapidas;el salvador;3;9.0;17/08/2018;5000000.0;microempresarial
femenino;industria;fabrica de ;belen;3;16.0;25/04/2018;7800000.0;microempresarial
femenino;comercio;variedades;nuevos conquistadores;2;13.0;10/11/2017;2500000.0;microempresarial
masculino;servicio;variedades;robledo;2;7.0;6/04/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;cabecera san cristobal;3;60.0;8/04/2019;8000000.0;microempresarial
femenino;comercio;almacen de ropa en ;picacho;2;6.0;1/06/2017;4400000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;24/07/2017;7000000.0;microempresarial
masculino;industria;cerrajeria;manrique central no. 2;2;3.0;14/03/2016;4000000.0;microempresarial
femenino;industria;fabrica de ;la milagrosa;3;9.0;21/02/2018;4000000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;1;7.0;16/04/2018;4000000.0;microempresarial
masculino;industria;reciclaje;belen;3;16.0;30/05/2017;7000000.0;microempresarial
femenino;comercio;variedades;la milagrosa;3;9.0;31/10/2016;6800000.0;microempresarial
femenino;comercio;variedades;barrio caicedo;2;9.0;7/04/2017;1500000.0;microempresarial
femenino;servicio;peluqueria;20 de julio;1;13.0;13/11/2018;6000000.0;microempresarial
femenino;comercio;variedades;campo valdes no. 1;3;4.0;28/03/2016;1300000.0;microempresarial
masculino;industria;fabrica de ;la francia;2;2.0;22/06/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en ;boston;3;10.0;6/02/2017;7377000.0;microempresarial
femenino;industria;fabrica de ;picacho;1;6.0;6/12/2018;7000000.0;microempresarial
femenino;comercio;variedades;aranjuez;2;4.0;13/04/2016;4000000.0;microempresarial
femenino;industria;fabrica de ;picacho;1;6.0;3/10/2018;5250000.0;microempresarial
femenino;comercio;tienda de helados;playon de los ;2;2.0;28/11/2017;7000000.0;microempresarial
masculino;comercio;papeleria;castilla;3;5.0;18/08/2016;2000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;29/01/2018;7300000.0;microempresarial
femenino;industria;fabrica de ;andalucia;2;2.0;17/04/2017;7000000.0;microempresarial
masculino;industria;ebanistaria;popular;1;1.0;13/09/2017;7000000.0;microempresarial
masculino;servicio;peluqueria;robledo;2;7.0;27/04/2018;2000000.0;microempresarial
femenino;comercio;almacen de ropa en ;pablo vi;2;2.0;14/03/2018;4000000.0;microempresarial
masculino;industria;fabrica de ;buenos aires;3;9.0;10/12/2018;2000000.0;microempresarial
femenino;comercio;almacen de ropa en ;la ladera;3;8.0;16/11/2016;6800000.0;microempresarial
femenino;comercio;variedades;robledo;3;7.0;2/08/2017;5000000.0;microempresarial
masculino;comercio;comidas rapidas;enciso;2;8.0;22/10/2018;7800000.0;microempresarial
femenino;comercio;granero;cabecera san antonio ;3;80.0;14/02/2017;5000000.0;microempresarial
masculino;servicio;barberia;robledo;1;7.0;1/06/2018;7800000.0;microempresarial
femenino;industria;carpinteria;belalcazar;2;5.0;25/01/2019;7300000.0;microempresarial
femenino;industria;fabrica de ;villatina;1;8.0;27/02/2019;6000000.0;microempresarial
femenino;servicio;peluqueria;20 de julio;2;13.0;16/11/2016;3500000.0;microempresarial
masculino;comercio;tienda de helados;san javier no.1;3;13.0;19/04/2017;7000000.0;microempresarial
masculino;industria;fabrica de ;santo domingo savio ;2;1.0;10/03/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;30/12/2016;6000000.0;microempresarial
masculino;servicio;lavadero de ;robledo;2;7.0;3/10/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;manrique oriental;2;3.0;25/05/2018;782000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;3;7.0;3/10/2018;2000000.0;microempresarial
femenino;industria;fabrica de ;robledo;3;7.0;9/11/2016;6000000.0;microempresarial
femenino;comercio;comidas rapidas;andalucia;2;2.0;27/11/2017;3000000.0;microempresarial
femenino;industria;fabrica de ;buenos aires;2;9.0;12/06/2017;7300000.0;microempresarial
femenino;industria;variedades;santa cruz;2;2.0;3/02/2017;6000000.0;microempresarial
femenino;comercio;variedades;las brisas;3;5.0;11/02/2019;8281000.0;microempresarial
femenino;comercio;restaurante;moravia;2;4.0;5/09/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;3/10/2018;7800000.0;microempresarial
masculino;comercio;variedades;la floresta;2;12.0;26/10/2018;5000000.0;microempresarial
masculino;servicio;mantenimiento en ;manrique oriental;2;3.0;6/08/2018;7000000.0;microempresarial
femenino;servicio;comidas rapidas;kennedy;2;6.0;23/02/2017;5000000.0;microempresarial
femenino;servicio;peluqueria;san javier no.1;1;13.0;12/09/2017;7300000.0;microempresarial
femenino;comercio;tienda;manrique central no. 2;1;3.0;30/03/2016;6000000.0;microempresarial
masculino;comercio;variedades;el pesebre;1;13.0;28/08/2017;7000000.0;microempresarial
masculino;comercio;tienda;la libertad;2;8.0;27/06/2018;7800000.0;microempresarial
masculino;servicio;cafe e internet;alfonso lopez;3;5.0;20/02/2016;6000000.0;microempresarial
masculino;comercio;variedades;enciso;2;8.0;27/09/2016;6800000.0;microempresarial
